13. 11. 24 오후 6:42
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	   40384	366221	                    1750115	                      1891009	
Remaining:       	   17327	247336	                     968116	                      1010569	
Unique:          	   27368	314903	                    1469407	                      1583147	
Unique Remaining:	   15425	231451	                     907074	                       947943	


Individual File Statistics:

File Name                                                                                                      	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
2011-08-01-1-Ruby.markdown                                                                                     	            80	                61	             80	                       61	       1165	            662	        1165	                   662	                             7216	                                 2080	                              7216	                                        2080	                               7718	                                   2097	                                7718	                                          2097	
2011-08-05-1-Ruby.markdown                                                                                     	            47	                30	             34	                       29	        476	            379	         442	                   376	                             1882	                                 1188	                              1699	                                        1169	                               2008	                                   1236	                                1803	                                          1215	
2011-08-10-Ruby.markdown                                                                                       	            95	                44	             59	                       41	        723	            510	         646	                   498	                             2891	                                 1546	                              2458	                                        1506	                               3146	                                   1619	                                2680	                                          1579	
2011-08-15-Ruby-Erlang-H-T.markdown                                                                            	            85	                38	             65	                       38	        791	            611	         743	                   611	                             3061	                                 2031	                              2822	                                        2031	                               3336	                                   2185	                                3070	                                          2185	
2011-08-23-Ruby-CoffeeScript-Java-Processing-Javascript-Web.markdown                                           	           179	                71	            156	                       66	       1368	            954	        1317	                   940	                             7089	                                 3901	                              6775	                                        3802	                               7464	                                   4010	                                7124	                                          3906	
2011-08-31-Ruby.markdown                                                                                       	           202	                93	            173	                       93	       2202	           1572	        2058	                  1572	                             9138	                                 5749	                              8502	                                        5749	                              10271	                                   6308	                                9489	                                          6308	
2011-09-02-Ruby.markdown                                                                                       	           133	                75	            116	                       74	       1287	           1003	        1252	                  1001	                             4934	                                 3493	                              4677	                                        3487	                               5476	                                   3750	                                5179	                                          3744	
2011-09-08-Ruby-CoffeeScript.markdown                                                                          	           196	                83	            144	                       81	       1644	           1189	        1476	                  1186	                             7660	                                 4519	                              6688	                                        4503	                               8315	                                   4731	                                7212	                                          4715	
2011-09-14-HateDa-Bookmarks.markdown                                                                           	            69	                55	             60	                       48	        798	            699	         743	                   646	                             3480	                                 2645	                              3321	                                        2518	                               3694	                                   2797	                                3529	                                          2668	
2011-09-29-irb-Ruby-fork-WebSocket.markdown                                                                    	           281	               143	            228	                      142	       2540	           2049	        2430	                  2048	                            10568	                                 7044	                              9777	                                        7036	                              11132	                                   7309	                               10272	                                          7301	
2011-10-09-Ruby-FizzBuzz.markdown                                                                              	           121	                48	             91	                       48	       1018	            649	         925	                   649	                             4228	                                 2195	                              3727	                                        2195	                               4557	                                   2265	                                3989	                                          2265	
2011-10-11-WebSocket.markdown                                                                                  	            28	                22	             25	                       22	        293	            276	         291	                   276	                             1140	                                  962	                              1106	                                         962	                               1174	                                    991	                                1136	                                           991	
2011-10-26-LoveLang.markdown                                                                                   	           105	                94	            103	                       94	       1349	           1294	        1344	                  1294	                             4670	                                 4100	                              4612	                                        4100	                               4778	                                   4177	                                4717	                                          4177	
2011-10-27-LoveLang.markdown                                                                                   	            21	                18	             21	                       18	        272	            256	         272	                   256	                             1001	                                  850	                              1001	                                         850	                               1022	                                    869	                                1022	                                           869	
2011-10-31-Tweet.markdown                                                                                      	            25	                18	             23	                       17	        256	            218	         254	                   217	                             1017	                                  703	                               996	                                         695	                               1048	                                    718	                                1025	                                           710	
2011-11-02-Tweette-Dotte.markdown                                                                              	            68	                63	             65	                       63	        771	            736	         765	                   736	                             2568	                                 2333	                              2493	                                        2333	                               2732	                                   2455	                                2652	                                          2455	
2011-11-04-Ruby-end-END-HELL-Guard.markdown                                                                    	           108	                39	             57	                       38	        826	            613	         723	                   611	                             3352	                                 1963	                              2762	                                        1956	                               3588	                                   2053	                                2930	                                          2039	
2011-11-14-Ruby-Ruby.markdown                                                                                  	           137	               124	            122	                      110	       1564	           1470	        1404	                  1311	                             5379	                                 4770	                              4909	                                        4313	                               5529	                                   4890	                                5052	                                          4428	
2011-11-20-Ruby.markdown                                                                                       	            36	                28	             31	                       26	        400	            362	         385	                   355	                             2282	                                 1966	                              2180	                                        1938	                               2413	                                   2091	                                2309	                                          2063	
2011-12-05-Anagram.markdown                                                                                    	           117	                80	            107	                       79	       1511	           1129	        1484	                  1128	                             8458	                                 5077	                              8225	                                        5069	                               9184	                                   5469	                                8922	                                          5461	
2011-12-05-Ruby.markdown                                                                                       	           131	                45	            103	                       45	        979	            517	         896	                   517	                             4088	                                 1737	                              3581	                                        1737	                               4737	                                   1858	                                4141	                                          1858	
2011-12-11-GraphAz.markdown                                                                                    	            14	                10	             12	                        9	        160	            132	         149	                   126	                              720	                                  473	                               666	                                         451	                                736	                                    483	                                 680	                                           461	
2011-12-12-Ruby-Wordle.markdown                                                                                	            44	                24	             44	                       24	        554	            422	         554	                   422	                             3126	                                 1963	                              3126	                                        1963	                               3286	                                   2083	                                3286	                                          2083	
2011-12-15-Ruby-Enumerator.markdown                                                                            	            79	                23	             58	                       22	        438	            260	         402	                   259	                             1967	                                  864	                              1716	                                         861	                               2212	                                    881	                                1916	                                           878	
2011-12-15-Ruby-tap.markdown                                                                                   	            45	                13	             25	                       13	        204	            126	         158	                   126	                             1031	                                  432	                               667	                                         432	                               1107	                                    434	                                 704	                                           434	
2011-12-18-Rspec.markdown                                                                                      	           930	               142	            412	                      129	       3970	           1151	        2446	                  1124	                            21973	                                 4212	                             12772	                                        4116	                              24398	                                   4319	                               14012	                                          4223	
2011-12-18-Wordle.markdown                                                                                     	            27	                15	             23	                       14	        248	            178	         232	                   177	                             1243	                                  641	                              1107	                                         633	                               1283	                                    669	                                1140	                                           661	
2011-12-20-Ruby.markdown                                                                                       	            90	                54	             74	                       54	        955	            816	         909	                   816	                             4120	                                 3446	                              3929	                                        3446	                               4268	                                   3576	                                4077	                                          3576	
2011-12-21-LISP-Ruby.markdown                                                                                  	            60	                44	             57	                       44	        748	            588	         744	                   588	                             2870	                                 1793	                              2849	                                        1793	                               2993	                                   1811	                                2969	                                          1811	
2011-12-26-HiToDaMa.markdown                                                                                   	            16	                14	             16	                       14	        143	            132	         143	                   132	                              638	                                  521	                               638	                                         521	                                658	                                    537	                                 658	                                           537	
2011-12-27-HiToDaMa.markdown                                                                                   	            10	                 8	              9	                        8	        119	            106	         116	                   106	                              505	                                  374	                               466	                                         374	                                512	                                    381	                                 473	                                           381	
2011-12-29-Ruby-Excel.markdown                                                                                 	            26	                16	             24	                       15	        358	            278	         338	                   258	                             1504	                                 1033	                              1394	                                         924	                               1590	                                   1055	                                1478	                                           944	
2012-01-07-Ruby.markdown                                                                                       	            38	                26	             38	                       26	        497	            393	         497	                   393	                             2243	                                 1629	                              2243	                                        1629	                               2453	                                   1732	                                2453	                                          1732	
2012-01-09-notitle.markdown                                                                                    	            60	                31	             38	                       27	        635	            391	         551	                   368	                             3218	                                 1834	                              2707	                                        1747	                               3677	                                   2052	                                3104	                                          1962	
2012-01-12-Ruby.markdown                                                                                       	           108	                53	             90	                       52	       1123	            766	        1081	                   765	                             4603	                                 2606	                              4266	                                        2598	                               4975	                                   2676	                                4609	                                          2668	
2012-01-13-10-Ruby-10-Chess-Quizzes-to-know-Recombination-Methods-of-Ruby-Array.markdown                       	           105	                73	             94	                       71	       1846	           1730	        1829	                  1722	                             7232	                                 6462	                              7129	                                        6414	                               8072	                                   7209	                                7966	                                          7158	
2012-01-18-10-Ruby.markdown                                                                                    	             7	                 5	              7	                        5	        129	            108	         129	                   108	                              548	                                  338	                               548	                                         338	                                571	                                    345	                                 571	                                           345	
2012-01-21-notitle.markdown                                                                                    	            26	                21	             25	                       20	        260	            244	         259	                   243	                              848	                                  692	                               840	                                         684	                                886	                                    713	                                 878	                                           705	
2012-01-22-Ruby-Prime-Palindrome-CodeEval.markdown                                                             	             6	                 5	              6	                        5	         61	             58	          61	                    58	                              297	                                  263	                               297	                                         263	                                310	                                    272	                                 310	                                           272	
2012-01-24-Ruby-Sum-of-Primes-CodeEval.markdown                                                                	            12	                 8	             12	                        8	         95	             81	          95	                    81	                              432	                                  349	                               432	                                         349	                                460	                                    367	                                 460	                                           367	
2012-01-25-Ruby-Self-Describing-Numbers-CodeEval.markdown                                                      	            52	                33	             52	                       33	        416	            343	         416	                   343	                             1823	                                 1259	                              1823	                                        1259	                               1970	                                   1315	                                1970	                                          1315	
2012-01-25-TimeCharge-with-Ruby.markdown                                                                       	           112	                48	             83	                       40	       1440	            710	        1229	                   691	                             5519	                                 2535	                              4791	                                        2436	                               6251	                                   2709	                                5370	                                          2600	
2012-01-26-Ruby.markdown                                                                                       	            13	                 3	             11	                        3	        122	             36	         120	                    36	                              847	                                  220	                               840	                                         220	                                921	                                    229	                                 914	                                           229	
2012-01-27-Ruby-Cash-Register-CodeEval.markdown                                                                	            66	                46	             66	                       46	        490	            430	         490	                   430	                             2043	                                 1492	                              2043	                                        1492	                               2160	                                   1529	                                2160	                                          1529	
2012-02-03-Ruby-String-Searching-CodeEval.markdown                                                             	            17	                13	             17	                       13	        149	            137	         149	                   137	                              607	                                  509	                               607	                                         509	                                636	                                    522	                                 636	                                           522	
2012-02-04-Ruby-Palindromic-Ranges-CodeEval.markdown                                                           	            27	                22	             27	                       22	        313	            298	         313	                   298	                             1032	                                  878	                              1032	                                         878	                               1069	                                    895	                                1069	                                           895	
2012-02-08-2-12-Ruby-12-Trivia-Notations-you-should-know-in-Ruby.markdown                                      	           138	                60	            111	                       56	       1401	            782	        1317	                   736	                             7177	                                 3223	                              6752	                                        3070	                               7951	                                   3371	                                7490	                                          3213	
2012-02-09-Ruby-FizzBuzz.markdown                                                                              	            37	                12	             30	                       12	        340	            135	         331	                   135	                             1452	                                  441	                              1427	                                         441	                               1618	                                    443	                                1591	                                           443	
2012-02-10-Ruby-Telephone-Words-CodeEval.markdown                                                              	             7	                 5	              7	                        5	         89	             83	          89	                    83	                              374	                                  311	                               374	                                         311	                                392	                                    321	                                 392	                                           321	
2012-02-11-Ruby-Enumerable-map.markdown                                                                        	            43	                30	             37	                       28	        542	            350	         533	                   346	                             2748	                                 1542	                              2677	                                        1522	                               3032	                                   1618	                                2955	                                          1598	
2012-02-13-Ruby-Type-Ahead-CodeEval.markdown                                                                   	             6	                 5	              6	                        5	         60	             57	          60	                    57	                              228	                                  200	                               228	                                         200	                                240	                                    208	                                 240	                                           208	
2012-02-14-Ruby-Repeated-Substring-CodeEval.markdown                                                           	            14	                12	             14	                       12	        130	            124	         130	                   124	                              539	                                  473	                               539	                                         473	                                561	                                    487	                                 561	                                           487	
2012-02-16-Ruby-Text-Dollar-CodeEval.markdown                                                                  	             7	                 6	              7	                        6	         52	             49	          52	                    49	                              231	                                  202	                               231	                                         202	                                243	                                    210	                                 243	                                           210	
2012-02-18-Ruby-Levenshtein-Distance-CodeEval.markdown                                                         	            11	                 9	             10	                        9	        100	             96	          99	                    96	                              396	                                  345	                               383	                                         345	                                417	                                    360	                                 402	                                           360	
2012-02-23-Ruby.markdown                                                                                       	            46	                12	             27	                       12	        362	            107	         313	                   107	                             1951	                                  423	                              1682	                                         423	                               2205	                                    431	                                1905	                                           431	
2012-03-24-gsub_filter.md                                                                                      	            46	                20	             41	                       19	        381	            233	         376	                   232	                             1835	                                  795	                              1801	                                         786	                               1985	                                    811	                                1947	                                           802	
2012-04-01-april_fool.md                                                                                       	             3	                 2	              3	                        2	         26	             23	          26	                    23	                              187	                                  148	                               187	                                         148	                                196	                                    157	                                 196	                                           157	
2012-04-09-moved.md                                                                                            	             5	                 5	              5	                        5	         58	             58	          58	                    58	                              294	                                  294	                               294	                                         294	                                303	                                    303	                                 303	                                           303	
2012-04-09-to-newbie.md                                                                                        	           461	               337	            441	                      332	       5041	           4086	        4902	                  4014	                            21868	                                14227	                             21090	                                       13833	                              23161	                                  14605	                               22346	                                         14203	
2012-04-20-ruby-reference-index-is-renewed.md                                                                  	            78	                46	             51	                       46	        589	            532	         563	                   532	                             2475	                                 2067	                              2369	                                        2067	                               2593	                                   2138	                                2459	                                          2138	
2012-04-26-ruby-trivias-you-should-know.md                                                                     	           361	                76	            269	                       72	       2889	           1039	        2568	                   993	                            14545	                                 4074	                             12993	                                        3921	                              16607	                                   4251	                               14847	                                          4093	
2012-04-27-ruby-heredoc-without-leading-whitespace.md                                                          	           152	                32	             73	                       30	        887	            270	         534	                   239	                             4475	                                  983	                              2718	                                         865	                               5444	                                    997	                                3284	                                           878	
2012-05-02-to_nil-or-not-to_nil.md                                                                             	           129	                36	             77	                       36	        725	            359	         541	                   359	                             4637	                                 1466	                              2938	                                        1466	                               5047	                                   1535	                                3176	                                          1535	
2012-05-05-to-be-hatena-notation-or-to-be-markdown.md                                                          	            93	                69	             78	                       69	        968	            896	         956	                   896	                             4225	                                 3613	                              4153	                                        3613	                               4417	                                   3741	                                4331	                                          3741	
2012-05-09-translation-of-jekyll-plugins.md                                                                    	             5	                 5	              5	                        5	         82	             82	          82	                    82	                              487	                                  487	                               487	                                         487	                                519	                                    519	                                 519	                                           519	
2012-05-13-first-step-of-jekyll.md                                                                             	           481	               234	            333	                      208	       3551	           2565	        2981	                  2370	                            17825	                                10978	                             14521	                                       10054	                              18892	                                  11356	                               15344	                                         10400	
2012-05-19-rich-dad-poor-dad.md                                                                                	            79	                36	             56	                       34	        437	            331	         400	                   326	                             1981	                                 1175	                              1776	                                        1157	                               2112	                                   1220	                                1893	                                          1202	
2012-06-07-amida-ruby.md                                                                                       	             7	                 4	              6	                        4	         56	             41	          56	                    41	                              314	                                  201	                               310	                                         201	                                334	                                    214	                                 330	                                           214	
2012-06-13-objectdo.md                                                                                         	            76	                29	             61	                       27	        714	            363	         650	                   349	                             3279	                                 1163	                              2972	                                        1135	                               3632	                                   1186	                                3277	                                          1158	
2012-06-18-i-am-inject-lover-too.md                                                                            	           479	               130	            281	                      129	       3464	           2235	        2954	                  2217	                            13405	                                 7097	                             10936	                                        7050	                              14750	                                   7445	                               11925	                                          7398	
2012-06-19-rpn-with-inject.md                                                                                  	            69	                24	             47	                       24	        568	            435	         526	                   435	                             2452	                                 1514	                              2187	                                        1514	                               2657	                                   1619	                                2372	                                          1619	
2012-06-20-solve-optimal-path-to-tokyo-with-inject.md                                                          	           146	                53	            104	                       51	       1239	            884	        1131	                   855	                             5192	                                 2915	                              4548	                                        2794	                               5575	                                   3010	                                4883	                                          2888	
2012-06-25-i-need-a-reason-for-reject.md                                                                       	            85	                39	             72	                       36	        709	            495	         692	                   488	                             3228	                                 1685	                              3092	                                        1649	                               3483	                                   1743	                                3334	                                          1703	
2012-06-25-insert-items-to-an-array-with-bad-idea.md                                                           	            84	                32	             63	                       32	        780	            422	         716	                   422	                             3680	                                 1554	                              3314	                                        1554	                               4100	                                   1602	                                3685	                                          1602	
2012-06-30-tilde-makes-curry-better.md                                                                         	            38	                21	             32	                       20	        443	            265	         438	                   264	                             2104	                                 1035	                              2079	                                        1030	                               2342	                                   1097	                                2316	                                          1092	
2012-07-03-feature-request-enumerable-with.md                                                                  	           217	                73	            205	                       72	       1338	            907	        1325	                   906	                             7024	                                 3207	                              6888	                                        3199	                               7346	                                   3274	                                7201	                                          3266	
2012-07-06-enumerable-memo.md                                                                                  	           111	                60	             84	                       53	       1254	            594	        1008	                   587	                             6274	                                 2302	                              4762	                                        2276	                               6875	                                   2371	                                5173	                                          2345	
2012-07-12-object-repeat-take-care-of-sequence.md                                                              	           155	                92	            139	                       88	       1921	           1338	        1887	                  1316	                             7627	                                 4551	                              7490	                                        4499	                               8587	                                   4897	                                8440	                                          4845	
2012-07-16-ruby-methods-analysis.md                                                                            	           430	                73	            350	                       70	       2714	            937	        2599	                   925	                            17414	                                 3071	                             16296	                                        3038	                              18616	                                   3154	                               17428	                                          3121	
2012-07-19-ruby-methods-visualization.md                                                                       	           100	                47	             81	                       43	       1459	            654	        1406	                   629	                             7664	                                 2501	                              7337	                                        2426	                               8164	                                   2634	                                7808	                                          2557	
